,feature,Logistic Regression,Light Gradient Boosting Machine,Ridge Classifier,mean_imp
427,428,0.2774917968903412,0.20982142857142858,0.35750703184788474,0.28160675243655153
428,429,0.5594476445189555,0.7142857142857143,0.6648199298992812,0.6461844295679836
429,430,0.6778646506255287,0.44494047619047616,0.8373846032825449,0.6533965766995166
430,431,0.4302426852035997,0.1488095238095238,0.6467313717835964,0.40859452693223997
431,432,0.6025581092004695,0.4642857142857143,0.58619742863273,0.5510137507063045
432,433,0.0,0.0,0.0,0.0
433,434,0.0,0.0,0.0,0.0
434,435,0.0,0.0,0.0,0.0
435,436,0.0,0.0,0.0,0.0
436,437,0.0,0.0,0.0,0.0
437,438,0.0,0.0,0.0,0.0
438,439,0.0,0.0,0.0,0.0
439,440,0.0,0.0,0.0,0.0
440,441,0.0,0.0,0.0,0.0
441,442,0.0,0.0,0.0,0.0
442,443,0.0,0.0,0.0,0.0
443,444,0.0,0.0,0.0,0.0
444,445,0.0,0.0,0.0,0.0
445,446,0.0,0.0,0.0,0.0
446,447,0.0,0.0,0.0,0.0
447,448,0.0,0.0,0.0,0.0
448,449,0.0,0.0,0.0,0.0
449,450,0.0,0.0,0.0,0.0
450,451,0.0,0.0,0.0,0.0
451,452,0.0,0.0,0.0,0.0
452,453,0.0,0.0,0.0,0.0
453,454,0.0,0.0,0.0,0.0
454,455,0.0,0.0,0.0,0.0
455,456,0.0,0.0,0.0,0.0
456,457,0.0,0.0,0.0,0.0
457,458,0.0,0.0,0.0,0.0
458,459,0.0,0.0,0.0,0.0
459,460,0.0,0.0,0.0,0.0
460,461,0.0,0.0,0.0,0.0
461,462,0.0,0.0,0.0,0.0
462,463,0.0,0.0,0.0,0.0
463,464,0.0,0.0,0.0,0.0
464,465,0.0,0.0,0.0,0.0
465,466,0.0,0.0,0.0,0.0
466,467,0.0,0.0,0.0,0.0
467,468,0.0,0.0,0.0,0.0
468,469,0.0,0.0,0.0,0.0
469,470,0.0,0.0,0.0,0.0
470,471,0.0,0.0,0.0,0.0
471,472,0.0,0.0,0.0,0.0
472,473,0.0,0.0,0.0,0.0
473,474,0.0,0.0,0.0,0.0
474,475,0.0,0.0,0.0,0.0
475,476,0.0,0.0,0.0,0.0
476,477,0.0,0.0,0.0,0.0
477,478,0.0,0.0,0.0,0.0
478,479,0.0,0.0,0.0,0.0
479,480,0.0,0.0,0.0,0.0
480,481,0.0,0.0,0.0,0.0
481,482,0.0,0.0,0.0,0.0
482,483,0.0,0.0,0.0,0.0
483,484,0.0,0.0,0.0,0.0
484,485,0.0,0.0,0.0,0.0
485,486,0.0,0.0,0.0,0.0
486,487,0.0,0.0,0.0,0.0
487,488,0.0,0.0,0.0,0.0
488,489,0.0,0.0,0.0,0.0
489,490,0.0,0.0,0.0,0.0
490,491,0.0,0.0,0.0,0.0
491,492,0.0,0.0,0.0,0.0
492,493,0.0,0.0,0.0,0.0
493,494,0.0,0.0,0.0,0.0
494,495,0.0,0.0,0.0,0.0
495,496,0.0,0.0,0.0,0.0
496,497,0.0,0.0,0.0,0.0
497,498,0.0,0.0,0.0,0.0
498,499,0.0,0.0,0.0,0.0
499,500,0.0,0.0,0.0,0.0
500,501,0.0,0.0,0.0,0.0
501,502,0.0,0.0,0.0,0.0
502,503,0.0,0.0,0.0,0.0
503,504,0.0,0.0,0.0,0.0
504,505,0.0,0.0,0.0,0.0
